name,comments,pr,issues,handle_issue
MissMac,0,0,1,0
umeshdangat,0,3,3,0
soernt,0,0,1,0
aniked,0,0,1,0
buptrobin,0,0,1,0
sqshq,0,0,1,0
ckalyanpur,0,0,1,0
hongyuanfang,0,1,1,0
ocofaigh,0,0,1,0
5ean,0,0,1,0
hosuaby,0,0,1,0
SophieMay,0,0,1,0
wenma,1,0,5,0
jmlucjav,0,0,4,0
nitishgoyal13,3,0,3,0
cwarny,1,0,1,0
saliormoon,0,0,1,0
huzhaohui,0,0,1,0
Akshay3,0,0,1,0
kongkongruye,0,1,1,0
jiezhu2007,0,0,1,0
inve1,0,1,1,0
mosinnik,0,0,1,0
joschi,5,3,5,0
seme1,0,0,2,0
sciphilo,4,0,1,0
sangukyu,0,1,1,0
DongwooGeum,0,1,1,0
qwertyazsx,0,1,1,0
hero526,0,2,2,0
makeyang,16,9,94,0
bhupenchn,0,1,1,0
abhiCR7,0,0,2,0
chenweichu3,0,0,1,0
lupo112,0,0,1,0
muralikpbhat,1,0,1,0
terancet,0,0,1,0
mengjieli0726,0,0,1,0
imgroot1391,0,0,1,0
programingjd,0,0,1,0
xueyihan,0,0,1,0
shekharS7,0,0,1,0
midokate,0,0,1,0
shoggeh,0,0,1,0
codykong,0,2,2,0
jystervinou,0,0,1,0
gndcshv,0,0,1,0
aliostad,1,0,1,0
rsmith013,0,0,1,0
th72228120,0,0,2,0
prigornitskiy,0,0,2,0
cuishuaigit,0,0,1,0
gr3ysky,0,0,1,0
erik-stephens,0,0,2,0
elasticsearcher,0,2,3,0
rlogan7202,0,0,1,0
Ritwik28,0,0,1,0
forestlcoder,0,0,1,0
KeithTt,0,0,3,0
tylerjl,2,3,4,0
GaryTurpin,0,0,2,0
duydo,1,0,1,0
Vcgoyo,0,0,1,0
AlexanderOtt85,0,0,1,0
Atothendrew,0,1,1,0
neu5ron,0,0,1,0
ge-fa,0,0,1,0
liyazhou,0,1,1,0
LiveAlone,0,0,1,0
ethteck,0,0,2,0
azr,0,0,1,0
mza97,0,0,1,0
algestam,0,0,3,0
zhangweilun,0,0,1,0
meiblorn,0,1,1,0
sneivandt,2,3,3,0
saurabhjaluka,0,0,1,0
fendo8888,0,0,1,0
Aoseala,1,0,1,0
dlindeque,0,1,1,0
JapSeyz,0,1,1,0
Kalesberg,0,0,1,0
rishabhbanga,0,1,1,0
kirolos-kaldas,0,0,1,0
jbek7,0,0,1,0
praneethchandra,0,1,1,0
shifeng1211,0,1,1,0
jurim76,0,0,1,0
quanbiao,0,0,1,0
unknownlighter,0,0,1,0
sschwell,1,0,2,0
kopnok,0,0,1,0
robertoandrade,0,0,1,0
goodfella1408,0,0,1,0
jonben-fw,0,0,1,0
ianfisk,0,1,1,0
cooperbaird,0,0,1,0
Dereksu,0,1,1,0
mikolaje,0,0,1,0
janklimo,0,1,1,0
vicky906039416,0,1,1,0
samuel-miller,0,0,1,0
lnryan,0,0,1,0
Matthour,0,0,1,0
jamln,0,0,1,0
lyl-gis,0,1,1,0
lks21c,0,3,4,0
gavinspearhead,0,0,1,0
rubyroobs,0,0,1,0
parsasaei,0,0,1,0
rodrigongarcia,0,0,1,0
denis-peshkov,0,0,2,0
jhberthemet,0,0,1,0
suckowbiz,0,0,1,0
treecy,0,0,1,0
felayman,1,0,2,0
jlecour,10,1,13,0
rohitnigam,0,0,1,0
tsayao,0,0,1,0
kori0129,0,0,4,0
StuAtGit,0,0,2,0
pradeepkusingh,0,0,1,0
guhcampos,0,0,1,0
kewats,0,0,2,0
aronszanto,0,1,1,0
jochenkressin,0,0,1,0
maoxiajun,1,0,1,0
tomisu,0,0,1,0
ffosselle,0,0,1,0
beowulfenator,0,0,1,0
Fahminajjar,0,1,1,0
honourednihilist,0,2,2,0
SebMace,0,1,1,0
juanfmx2,0,0,1,0
fooltux,0,0,1,0
alpert,0,0,1,0
scinconovetta,0,1,2,0
giudicelli,0,0,1,0
mr-mos,0,0,2,0
tommymonk,5,0,1,0
propulkit,1,3,3,0
matthkang,0,0,1,0
faizalpribadi,0,0,1,0
francoisprunier,0,0,1,0
aj7,0,0,1,0
falltodis,0,0,1,0
seokickup,0,0,1,0
krisko,0,0,1,0
diwakar222,0,0,1,0
marsu-p,0,0,1,0
andrask,0,0,1,0
fe7ch,0,0,1,0
krishnaraj221193,0,0,1,0
biswars,0,1,1,0
Akshayprmar,0,0,1,0
larrylog,0,0,1,0
fanfever,0,0,1,0
prog8,5,2,15,0
eirc,0,0,3,0
spalger,17,9,34,0
WisdomPill,0,0,1,0
Drewbie18,0,0,1,0
twigbranch,0,0,4,0
robinpower,0,0,1,0
ehartford,0,0,1,0
ggarciao,0,0,1,0
karesh,0,0,1,0
jacobweber,0,0,1,0
truekonrads,0,0,1,0
adamvaughan,0,0,1,0
frankliu81,0,0,1,0
triffer,0,0,1,0
PaulieMac,0,0,1,0
Josca,0,0,2,0
piyongze,0,0,1,0
fxltsbl3855,0,0,1,0
jjbursik,0,0,2,0
bport,0,0,1,0
chevin99,4,2,3,0
RuslanDidyk,0,0,1,0
darjisanket,0,0,1,0
Navakanth009,0,0,1,0
chanified,0,0,1,0
jharley,0,0,1,0
lucianspec,0,0,1,0
nidhind,0,1,1,0
rvadym,0,1,1,0
ziadloo,0,0,1,0
ponten68,0,0,1,0
scq0123,0,1,1,0
mrec,2,0,8,0
etiennecarriere,2,1,2,0
NeilRickards,0,3,3,0
ssesha,0,0,1,0
JimKeating2,0,0,1,0
rlvoyer,7,0,2,0
agouldsfi,0,0,1,0
sanjaykanani,0,0,1,0
valyukov,0,0,1,0
matt212,0,0,1,0
cw-pratik,0,0,1,0
cnsinger,0,0,2,0
bojdell,1,2,2,0
yazaddaruvala,0,0,1,0
soaguru,0,0,1,0
adammichalik,0,1,1,0
yuthura,0,0,1,0
hermanschaaf,0,1,1,0
juretta,0,0,2,0
erenglr,0,1,2,0
ljwh,0,0,1,0
dynaxis,0,0,1,0
suman29,1,1,1,0
bleekbless,0,0,1,0
JagathJayasinghe,0,0,1,0
Viral-Inc,0,2,2,0
itkg-ppottie,0,0,1,0
tmpaul06,0,0,1,0
datasert,0,0,1,0
alexcurtin,0,0,1,0
Timshel,0,1,2,0
parvathy-u,0,0,1,0
silverzk,0,0,1,0
fhelje,0,0,1,0
nfvs,0,0,1,0
liviu-vasut,0,1,1,0
tobymiller1,0,0,1,0
conquel,0,0,1,0
luyee,0,0,1,0
franciszabala,0,0,1,0
jclosure,0,0,1,0
jjfalling,3,1,10,2
vishnurathanp,0,0,1,0
521xueweihan,0,0,1,0
hbrxa,0,0,1,0
MisoMadao,0,0,1,0
kirankocherla,0,0,1,0
erms77,0,0,1,0
abeyad,749,149,187,67
ooesili,0,1,1,0
scz8wj,0,1,1,0
RTsien,0,2,2,0
mwittig,0,1,2,0
tmartensson,0,0,1,0
ulike,0,0,1,0
hahalixiaojing,0,0,1,0
martinb3,0,0,8,0
wanghaiwin,0,0,1,0
ulysses-you,0,0,1,0
ninadvps,0,0,3,0
guilhermemaranhao,0,0,3,0
ofiesh,0,0,1,0
dhellemans,0,0,1,0
nfroidure,0,0,1,0
eliast,0,0,1,0
xionghc628,0,0,2,0
meash-nrel,8,0,2,0
dengm129,0,0,1,0
tott,0,1,1,0
rfyiamcool,1,0,7,0
k2xl,1,0,2,0
zak1994,0,0,1,0
dkimdon,0,1,1,0
ljnelson,0,0,1,0
daviddyball,0,0,2,0
BasBastian,0,0,1,0
afederici75,0,0,1,0
timhperrin,0,0,2,0
neuroticnetworks,2,0,3,0
Londran,0,0,1,0
chickenlove,0,0,2,0
luyuekai,0,0,1,0
saschaarthur,0,0,1,0
lakario,0,1,1,0
drewr,145,18,58,36
BLZB0B,0,0,1,0
csouthwell,0,0,1,0
glefloch,7,9,9,0
dennisgorelik,19,0,5,0
liudunxu,0,0,1,0
xiaoxing598,0,0,1,0
brommer,0,0,1,0
bquartier,1,0,1,0
Hodey,0,1,1,0
joachimdraeger,5,4,7,0
Budman17r,0,0,1,0
andreausu,0,0,1,0
afscrome,0,1,2,0
dzmitry-lahoda,0,1,1,0
sinsonglew,0,0,5,0
zhuqunzhou,0,0,7,0
yibinlin,0,2,2,0
ztianyi312,0,0,1,0
ShellMount,0,0,1,0
MaxFlanders,0,0,1,0
softec2k17,0,0,1,0
mikethebeer,0,1,1,0
wlxy,0,0,1,0
prashnts,0,0,1,0
charles-dyfis-net,1,1,4,0
v1r,0,0,2,0
amir20001,0,0,1,0
owrcasstevens,0,0,1,0
bibinvenugopal,0,0,1,0
grasmanek94,0,0,1,0
sadok-f,0,0,1,0
WojciechLuczkow,0,0,2,0
simonmit,0,0,1,0
dngferreira,0,0,1,0
arosenheinrich,0,0,3,0
PandiyanCool,0,3,6,0
guoxiaolu,0,0,1,0
kevinder,0,0,1,0
s12v,7,3,4,0
skeggse,0,1,1,0
ThomasADavis,0,0,1,0
h8h,0,0,1,0
nenadvicentic,0,0,1,0
SuperMaggan,0,0,1,0
asafm,0,0,2,0
lixiuna0908,0,0,2,0
Gnitry,0,0,1,0
dmarkhas,0,0,3,0
vishva2005,0,0,1,0
samuelcolvin,0,0,2,0
ljcollins25,0,0,1,0
umairmarif,0,1,1,0
TheConnMan,0,0,1,0
JefStat,0,0,1,0
mohannadsalem,0,0,1,0
patxiao,0,0,1,0
pmazeris,1,0,1,0
jattenberg,0,1,1,0
eknowles,0,1,1,0
houyingshi,0,3,3,0
francescobianco,0,0,1,0
ggiessl,0,0,1,0
lokeshmadan,0,0,2,0
tnunes,0,0,1,0
Alfred1992,0,0,1,0
liuguangmin,0,0,10,0
ejain,18,1,11,0
rhbecker,0,0,2,0
helloWorldCheer,0,0,1,0
gingerwizard,0,0,18,0
gmarz,67,17,37,13
david-cho-lerat-HL2,0,4,4,0
shcherbak,0,0,1,0
pandrese,0,0,1,0
ywilkof,0,0,1,0
Guchman,0,0,1,0
rjof,0,0,1,0
surwasevb,0,0,1,0
cnees,0,1,1,0
JacobAMason,0,1,1,0
csben,0,0,1,0
yyt030,0,0,1,0
gabriel-letarte,0,0,1,0
rolele,0,0,1,0
zplzpl,1,0,4,0
simonw,3,2,6,0
patrickstjohn,0,0,1,0
nezirus,1,2,2,0
Git-Rajkumar,0,0,3,0
johnbasinger84,0,0,1,0
SELVAKUMAR-S,0,0,1,0
yagotome,0,0,1,0
takahashi64,0,0,1,0
mashudong,9,1,6,0
nemonster,2,0,6,0
openbl,0,1,1,0
shyamalaponnada,0,0,4,0
antjori,0,1,1,0
cp2587,0,0,1,0
culiangfanzi,0,0,3,0
walleiptXX,0,0,2,0
infa-spritman,0,0,1,0
maralbe,0,0,1,0
astral303,0,0,1,0
EngineersRock,0,0,4,0
KellyBennett,0,0,2,0
khachik,0,0,1,0
danwhitacre,0,0,1,0
AshishAAB,0,2,2,0
chychkan,0,1,1,0
kristenstarr,0,1,1,0
chixuan777,0,0,2,0
KoenDG,15,18,20,0
flyweight,0,0,1,0
grmblfrz,1,0,3,0
aping,0,0,1,0
indigo423,0,1,1,0
Jaff,0,0,2,0
marc-lebourdais,0,0,1,0
magul,0,2,2,0
trawler,0,0,1,0
kbialek,0,1,2,0
vaibhavaingankar09,0,0,1,0
jsmucr,1,0,1,0
suyograo,2,3,8,3
jay-dihenkar,0,0,2,0
jsuchenia,0,0,1,0
faraazaamir,0,0,1,0
yandooo,0,0,3,0
nixfloyd,0,0,1,0
waibelp,0,1,1,0
LinuxArchitects,0,1,1,0
fhopf,2,9,14,0
httpdigest,0,0,1,0
biggiesmallsAG,0,0,1,0
lmajano,0,1,1,0
corysimmons,0,1,1,0
steveodonovan,0,0,2,0
qubusp,0,0,2,0
vsiv,2,0,1,0
MaKuehn,0,0,1,0
serj-p,7,0,9,0
jbfewo,0,0,1,0
VitorCaleffi,0,0,1,0
pvledoux,0,0,1,0
Corei13,0,0,1,0
hikin,0,0,1,0
madaojisan,0,0,1,0
TanyaPedersen,0,1,1,0
butter-fly,0,0,1,0
komibajaj,0,0,2,0
2803media,0,0,1,0
chrisivens,0,1,1,0
yavuzmester,1,0,1,0
kunal642,6,6,7,0
epugh,0,1,1,0
ypli0629,0,0,1,0
ankitgupta07,0,0,1,0
chengpohi,18,9,10,0
macadminrohit,0,0,1,0
areek,544,85,96,72
zonorion,0,0,1,0
moshe,2,0,2,0
drawsmcgraw,0,1,1,0
Colossus1983,0,0,1,0
R2D2-fwks,0,0,1,0
gotha229a0,0,0,1,0
sudo-suhas,1,5,9,0
cvaldess,0,0,1,0
slorena,0,0,1,0
lagrianitis,0,0,1,0
chrisdrobison,0,0,1,0
lemkepf,0,0,1,0
adrianocrestani,2,0,3,0
bipeens,0,0,1,0
basilboli,0,0,1,0
gitanupam,0,1,1,0
EliZheng,0,0,1,0
demill5040a,0,1,1,0
petchema,6,0,2,0
alekitto,0,0,1,0
Purelightme,0,0,1,0
vitalykarasik,0,0,1,0
yoshiodeveloper,0,0,1,0
cappyccino,0,1,1,0
asettouf,0,4,4,0
nordbergm,2,0,2,0
ncolomer,9,0,5,0
djholly123,0,0,1,0
sivaprakash16,0,0,1,0
tonyC2016,0,0,2,0
rkommine,0,0,1,0
AndreAga,0,0,1,0
deepakmehtaegnyte,0,0,1,0
klangman,0,0,1,0
abhishek5678,1,0,2,0
Viatorus,0,0,1,0
mintbass,0,0,1,0
AdmiralNemo,0,0,1,0
rgardam,0,0,1,0
paulohss,0,0,2,0
IamGabrielWu,0,1,1,0
russmac,0,0,1,0
smudgekick,0,0,1,0
pindarvanarman,0,0,1,0
jesseolsen,0,0,1,0
joan38,0,0,1,0
dineshpathak,0,0,1,0
abhi-paul,0,0,1,0
m31collision,0,1,2,0
sreenadhsr,0,0,1,0
f-w,0,0,1,0
nbqyqx,0,0,4,0
pemontto,3,0,2,0
oririechman,0,0,1,0
jane-saunders-hpe,0,0,1,0
tback,1,1,2,0
apepper,1,1,2,0
lovewanli,0,0,1,0
venkatreddyamalla,0,1,2,0
nullpixel,0,0,1,0
winstonewert,2,1,3,0
antdavidl,0,0,1,0
RkirkCBD,0,0,1,0
farisk,0,1,1,0
lovemeblender,0,1,1,0
igbelousov,0,0,1,0
nilabhsagar,0,3,4,0
zeha,0,1,1,0
majunzhe,0,0,1,0
daniloakamine,0,1,1,0
larsf,0,0,1,0
vineet01,1,0,2,0
Newbie111985,0,0,1,0
masaruh,76,14,29,3
hemantmalik,0,0,1,0
ajays1991,0,0,1,0
thaDude,1,0,1,0
scottf,0,0,1,0
ianomad,0,2,2,0
hellokangning,0,0,1,0
orange-jacky,0,0,1,0
silentsea90,0,1,2,0
Bek,0,1,1,0
eseli,0,0,1,0
pinguo-gongjunheng,0,0,1,0
jayqie,0,0,4,0
sumitsaxena21,0,0,1,0
niels1189,0,0,1,0
nazarewk,1,1,1,0
davidklebanoff,0,0,4,0
jklap,0,0,1,0
yjpu,0,2,2,0
anatoly21,0,0,1,0
ToujouAya,0,0,1,0
heiterzhang,0,0,2,0
haiz,0,0,1,0
nicholaskuechler,0,1,1,0
jasw,0,0,2,0
ApprenticeMythology,0,0,1,0
olalonde,0,1,1,0
pgier,0,1,1,0
surekhabalaji,0,0,1,0
matt-allan,0,0,1,0
grapemix,0,0,1,0
KmeCnin,0,1,1,0
gbhati,0,0,1,0
slixurd,0,2,3,0
dtr0yan,0,2,2,0
ShihaoJing,0,0,1,0
oxymor0n,0,0,2,0
agastya71,0,0,1,0
pangff,0,0,1,0
ahr12,0,0,4,0
pammi22,0,0,1,0
tomryanx,3,1,1,0
raraujosc,0,2,2,0
owenludong,0,0,1,0
vinodpahuja,0,1,1,0
rodney757,0,0,3,0
tylerfontaine,0,1,5,0
PortaltechGithub,0,0,1,0
myrfy001,0,0,2,0
vanthanh,0,0,1,0
mkhan24,0,0,1,0
billnbell,1,0,2,0
lancemind,0,0,1,0
vbura,0,0,1,0
a-martyn,0,1,1,0
zpapez,0,0,1,0
sikelong123,0,0,1,0
chaitu0292,1,0,5,0
eshkel,0,0,1,0
bleachzk,0,0,1,0
yashkhandelwal,0,1,1,0
mkelkarbv,0,0,8,0
alexwlchan,0,2,2,0
terence-taih,0,1,1,0
wittyameta,3,5,5,0
lyk2112,0,2,2,0
rreverol,0,0,1,0
izenk,0,0,2,0
Phrozyn,0,1,2,0
itrnka,0,0,1,0
waheed1947,0,0,1,0
alrooney,0,0,1,0
fanyoujian,0,0,1,0
KiarashS,0,0,1,0
NicolasYDDER,0,0,1,0
simenflatby,0,0,1,0
Chakrygin,0,0,3,0
JeromeKuroLu,0,1,1,0
anjishnu,0,0,1,0
seal-mt,0,1,1,0
yogeshbelur,0,0,1,0
gokulbsft,0,0,1,0
speedplane,17,3,7,0
SacredWizard,0,1,1,0
chembohuang,0,0,1,0
wenjingu,0,1,1,0
murfee25,0,0,1,0
redserpent7,1,0,2,0
hsoboh,0,1,1,0
HatBoy,0,0,1,0
Gacko,0,0,2,0
mr2qin,0,0,1,0
toniov,0,0,1,0
jitran,0,0,1,0
r0c,0,0,1,0
benkhlifafahmi,0,0,1,0
pmourlanne,0,0,1,0
Hexta,0,0,1,0
sharkYaYa,0,0,1,0
aravindtga,0,0,1,0
penteleq,0,0,1,0
murdav,0,0,2,0
SLavrynenko,0,0,1,0
HJewkes,0,0,1,0
james08,0,0,2,0
stevekaeser,0,0,1,0
wolczas,0,0,1,0
suederade,0,0,1,0
TJC,0,0,1,0
imidya,0,0,1,0
cenhuang,0,1,1,0
thammadi,0,0,1,0
AdityaJNair,0,1,1,0
Shepard1212,0,1,1,0
sunnyhwang,0,1,1,0
tyth,0,0,1,0
rajshah1593,0,0,1,0
Jingw98,0,1,1,0
comsens,0,1,1,0
michaelieti,0,1,1,0
DustinChaloupka,0,0,1,0
DrMurx,0,0,1,0
sbocconi,0,0,1,0
EmandM,0,1,1,0
daver208,0,1,2,0
emirb,0,1,1,0
kevin-tang-rs,0,0,4,0
nikiforosbotis,0,1,1,0
Christina96,0,1,1,0
lattas,2,1,1,0
gpantelis,1,1,1,0
jquinnet,0,0,1,0
StefanGor,0,1,1,0
maxg203,0,1,1,0
ojundt,0,0,1,0
aircat2018,0,0,2,0
manojraib,0,0,1,0
toadjaune,0,1,1,0
hteleb,1,0,1,0
hlivni,0,0,1,0
seperman,0,0,2,0
rgb4268,0,0,1,0
dseeley,0,0,1,0
miki1029,0,1,1,0
jkiang13,0,1,2,0
jeantil,19,0,5,0
soenkeliebau,1,1,1,0
alessandroniciforo,0,1,1,0
hoeghen,0,0,1,0
yuyinrao,0,0,1,0
darouwan,0,0,1,0
cmk1523,0,0,1,0
g3thes,0,1,1,0
phantom9999,0,1,1,0
giftig,0,1,2,0
magrossi,0,0,1,0
JenifferWuUCLA,0,0,1,0
rommik,0,0,1,0
jacktuck,2,0,1,0
nodkz,0,2,2,0
not-for-me,0,1,1,0
SvDvorak,0,0,1,0
shunitben,0,0,1,0
lewischen1123,0,2,2,0
GuillaumeCisco,0,0,1,0
zpzkit,0,0,1,0
silence-liu,0,0,1,0
FrankXia,0,0,3,0
parisamir,0,0,1,0
thefourtheye,1,8,8,0
subodhkarwa,0,1,1,0
peterleonardlie,0,2,2,0
billscheidel,0,0,1,0
tonyjames3212,0,0,1,0
dforste,0,1,3,0
liveangel-js,0,1,1,0
nikpanos,0,0,1,0
searchandanalytics,1,0,1,0
Uninen,0,0,1,0
dinilv,0,0,1,0
akefallonitis,0,0,1,0
rkalhans,0,0,4,0
lemonlinger,0,0,1,0
nmjacob,0,1,1,0
firstprayer,0,0,1,0
tegyud,0,0,1,0
phile314-fh,0,0,1,0
shashanksingh28,0,1,1,0
wboult,0,0,1,0
nivrozen,0,0,1,0
wenpos,1,8,11,0
feiTian,0,0,1,0
vupibi,0,0,1,0
johntiror,0,1,1,0
djschny,14,8,41,0
markttech,0,0,1,0
glycerine,0,0,1,0
cvemula1,0,0,1,0
randreucetti,0,0,1,0
Rahul96553,0,0,3,0
imapurv,0,0,1,0
juzpermsky,0,0,1,0
jan0sch,0,1,2,0
nikos,0,0,1,0
johnvint,0,0,1,0
shubhamitc,0,0,1,0
rozing,0,0,1,0
rokka-n,0,0,1,0
gabriel-tessier,1,6,6,0
fishioon,0,2,2,0
jlruizmlg,0,0,1,0
tomasfalt,0,0,2,0
bevans88,0,0,1,0
DienNM,0,0,1,0
heikkis,0,0,1,0
ssunka,0,0,1,0
msancho,0,1,1,0
mostolog,0,0,3,0
tguangch,0,1,1,0
dilipsridhar,0,0,1,0
vertexcite,0,3,3,0
alex-voigt,1,0,1,0
Naitreey,0,0,1,0
Valudonox,0,0,1,0
martinscholz83,6,5,5,0
Cidan,0,0,2,0
blair319,0,0,2,0
bezoadam,0,0,1,0
solan117,0,0,1,0
mikemccand,845,138,222,168
avishake,0,0,1,0
matAtWork,0,0,1,0
moyukhbera,0,0,1,0
juukie,0,1,1,0
demoaccount2015,0,0,2,0
etay2000,0,0,1,0
volodymyrpavlenko,0,0,1,0
vikasdp,0,0,1,0
gilfernandes,0,0,1,0
mbullock1986,2,0,1,0
neoform,0,0,3,0
vivred,0,0,2,0
boyoko,0,1,1,0
sirctseb,0,1,2,0
vlaskinvlad,1,1,1,0
yannisf,0,0,1,0
msjbear,0,0,1,0
sarwarbhuiyan,1,3,6,1
rdesroches,0,1,1,0
fudali113,0,0,1,0
yangsishu,0,0,2,0
sumirian,0,0,1,0
tarunramsinghani,0,0,1,0
paul-maker,0,0,1,0
koenpunt,0,1,1,0
vikasmestry,0,0,1,0
giorgosp,0,1,1,0
charz,0,0,1,0
jason-heo,0,3,4,0
kevensuu,0,0,1,0
danielmotaleite,0,0,1,0
mg-2014,0,0,1,0
a-roussos,0,2,2,0
biyuhao,2,3,5,0
rszewczyk,0,0,1,0
adambro,0,1,2,0
datayjz,0,0,1,0
greatfeather,0,1,1,0
ImdotnetJunkie,2,0,1,0
yzx2,0,0,1,0
sungjunyoung,0,1,1,0
AlexNodex,0,2,2,0
enp,0,0,1,0
suryatech,0,2,2,0
sumit-gupta-sgt,0,1,2,0
Michael-Jing,0,0,1,0
csa197,0,1,1,0
orthecreedence,0,0,1,0
LeonardGC,0,1,4,0
engimatic,0,0,1,0
tuphamphuong,0,0,1,0
trtrmitya,0,0,1,0
brijeshrai,0,0,1,0
r39132,0,0,1,0
sandyandi,0,4,4,0
bjfish,2,0,4,0
enguzekli,0,0,10,0
sebkur,0,1,1,0
kumar96prashant,0,1,1,0
gm42,4,1,2,0
CristianWeiland,0,0,1,0
ilia-valchenko,0,0,1,0
Raghavsalotra,0,0,2,0
BalamuruganMariyappan,0,0,1,0
hugh-hefnerd,0,1,2,0
liuyaopeng,0,0,1,0
mms-programming,0,2,2,0
ccelson,0,0,1,0
DawtCom,0,0,1,0
avleen,64,0,17,0
orenasaf,0,0,1,0
etiennechabert,0,0,1,0
hexastax,0,0,2,0
jacobam88,0,0,1,0
kamesh84,0,0,1,0
InfinitiesLoop,6,0,2,0
azrle,0,0,1,0
DanielLyons178,0,1,1,0
strootman,0,1,1,0
hanny24,0,0,1,0
orinciog,0,0,1,0
hmatland,0,0,1,0
jjhesk,0,0,1,0
markmerriman,0,2,2,0
maxosprojects,0,0,1,0
jalberto,0,0,2,0
JordanRobinson,0,2,2,0
tunichgud,0,0,1,0
xo4n,0,0,1,0
mitchknife,0,0,1,0
oleg-andreyev,0,0,1,0
dshopov,0,0,1,0
jfwm2,0,0,1,0
mweibel,0,1,2,0
XiaonuoGantan,0,0,1,0
john16,0,0,1,0
564064202,0,0,1,0
vrkansagara,0,1,1,0
gregeinfrank,0,0,1,0
bsideup,0,0,3,0
maxcom,15,1,4,0
endless2010,0,1,1,0
pkbelidha,0,0,1,0
fabiankessler,0,0,1,0
cbonoz,2,1,1,0
Nysosis,0,0,1,0
ndimiduk,0,0,1,0
huawangpp,0,0,1,0
unassassinable,0,0,1,0
BerndGoldschmidt,0,1,1,0
hailima,0,0,1,0
Tobion,2,1,1,0
moghimire,0,0,2,0
hecrogu,0,0,2,0
alamzeeshan,0,1,1,0
pnjc,0,0,1,0
konradr25,0,0,1,0
mberube,0,1,1,0
vglazkov,0,1,1,0
anderssynstad,0,0,1,0
vsizov,1,0,4,0
ronakmshah,0,2,2,0
tetsushiomi,0,1,1,0
munkrig,0,0,1,0
humbapa,0,0,1,0
peterneubauer,0,0,1,0
bernielomax,0,0,1,0
fix2015,0,0,1,0
srgclr,1,1,2,0
AndrewBryukhov,0,0,2,0
jomarl,0,0,1,0
cavvia,0,2,2,0
NavaneeshGangala,0,0,1,0
jakpot,0,1,1,0
benjsmi,0,0,1,0
FishkinsDC,0,0,1,0
hhakkala,0,0,1,0
alkesh26,0,0,1,0
guybarnea,0,0,1,0
wewebber,0,3,5,0
hanan-levy-sp,0,0,1,0
Ankiewicz,1,0,1,0
vivek7mehta,0,1,1,0
marshall007,6,1,8,0
iJoyCode,0,0,1,0
bTreePress,0,1,1,0
JeffreyZZ,13,1,7,0
lanegg,0,0,1,0
bumbu,3,1,1,0
pkalinkina,0,0,3,0
wenthywang,0,0,1,0
wallecnik,0,1,2,0
animageofmine,7,2,5,0
aadicodes,0,0,1,0
folushooladipo,0,3,3,0
deerawan,0,0,1,0
Gordiychuk,0,1,2,0
antono,0,1,1,0
elijahdjmarshall,0,11,11,0
asjp,0,1,1,0
josephDunne,0,0,2,0
rkoc,0,0,1,0
benjismith,9,0,2,0
cortopy,0,0,2,0
rootameen,0,0,1,0
hehongju,0,0,1,0
swekaj,0,2,3,0
mayyamus,0,0,1,0
brandond,0,0,1,0
prashanttct07,5,0,4,0
tramchamploo,0,0,1,0
houcheng,0,2,2,0
jonmcoe,0,1,1,0
xescugc,0,2,2,0
stevewillard,1,0,1,0
domosapien,0,0,1,0
yuantao-yin,0,0,1,0
dbstovall,0,0,1,0
jacob87o2,0,0,1,0
iyerabhi07,0,0,1,0
fulax,0,0,1,0
pprkut,0,0,1,0
tadzys,0,0,1,0
cherweg,0,0,1,0
Gaurav2Github,0,0,1,0
andreybratukhin,0,0,1,0
anatekar,0,1,1,0
wh211212,0,0,2,0
henakamaMSFT,3,2,3,0
servel333,0,1,1,0
listenyourheart,0,0,1,0
Rogier75,0,0,1,0
andrewwwooster,0,0,1,0
lf-,0,0,1,0
oceandiver,0,0,2,0
gibrown,34,2,18,0
sudhakarancse,0,0,1,0
Nomadzy,0,2,2,0
cnico,0,0,1,0
rcastill,0,0,1,0
scheras,0,6,6,0
Rajind,2,0,3,0
nsaiisasidhar,0,1,1,0
srithank,0,0,1,0
veatch,0,2,2,0
blemasle,1,1,1,0
Khamersk,0,0,1,0
vneverz,0,0,1,0
BigFunger,0,0,8,0
ThaDafinser,0,2,3,0
headconnect,0,1,1,0
laghao,0,0,1,0
oxnz,0,0,1,0
melson-jao,0,1,1,0
lyumkh,0,0,1,0
manjunathgk,0,0,2,0
mikedias,0,2,2,0
tronicum,0,0,1,0
ventayol,0,0,1,0
sluehr,0,0,1,0
acdha,0,1,1,0
borissmidt,0,0,2,0
mbm-rafal,0,0,1,0
killolol,0,0,1,0
hueypark,0,0,1,0
choyuri,0,0,1,0
rpayanm,0,6,7,0
Rahul-Babu-R,0,0,1,0
bandikishores,0,0,2,0
Dom-nik,0,0,2,0
bdevaca,0,0,1,0
ndeitch,0,1,1,0
iFrankWu,0,0,1,0
windcandle,0,0,1,0
rbayliss,0,0,1,0
pbobruk,0,2,2,0
leilengma,0,0,1,0
essuraj,0,0,1,0
sicarrots,1,0,2,0
xpr0ger,0,0,1,0
sakuradavid,0,0,2,0
lovelgw,0,0,1,0
evertramos,0,1,4,0
fghamsary,0,1,1,0
divanikus,0,0,2,0
fluggo,0,0,1,0
DBARUNNER,0,0,1,0
unkn19wn,0,0,1,0
kubbo,0,0,2,0
gameldar,1,3,4,0
idozorenko,0,1,1,0
CoolersCoder,0,2,2,0
